es_hombre,edad,modo,proposito,periodo,etapas,dist_km,comuna_origen,tiempo
0,40,Bus TS,Otro,Noche,1,5.39,MAIPU,70
1,21,Bus TS-Metro,Trabajo,Fuera Punta,2,18.84,MAIPU,105
1,21,Bus TS-Metro,Trabajo,Fuera Punta,2,18.84,LAS CONDES,90
0,48,Bus TS-Metro,Trabajo,Fuera Punta,2,13.39,MAIPU,55
0,48,Bus TS-Metro,Trabajo,Punta Tarde,2,13.39,ÑUÑOA,150
0,79,Auto,Otro,Fuera Punta,1,17.77,MAIPU,60
0,79,Auto,Otro,Fuera Punta,1,17.77,SANTIAGO,45
0,33,Auto,Otro,Punta Mañana,1,2.02,MAIPU,30
0,33,Auto,Trabajo,Punta Mañana,1,1.39,MAIPU,10
0,33,Auto,Otro,Fuera Punta,1,1.39,MAIPU,10
0,33,Auto,Otro,Punta Tarde,1,2.02,MAIPU,20
1,0,Auto,Estudio,Punta Mañana,1,2.02,MAIPU,30
1,0,Auto,Estudio,Punta Tarde,1,2.02,MAIPU,10
1,3,Otros,Estudio,Punta Mañana,1,0.68,MAIPU,20
1,3,Otros,Estudio,Fuera Punta,1,0.68,MAIPU,20
1,34,Otros,Trabajo,Fuera Punta,2,10.89,MAIPU,60
1,34,Auto,Trabajo,Fuera Punta,1,10.89,PUDAHUEL,40
1,41,Taxi,Otro,Punta Mañana,2,11.78,MAIPU,120
1,41,TaxiCol-Metro,Otro,Punta Tarde,2,11.78,SANTIAGO,90
0,36,Taxi,Trabajo,Punta Mañana,1,11.79,MAIPU,70
0,36,TaxiCol-Metro,Trabajo,Punta Tarde,2,11.78,SANTIAGO,100
1,47,Bus TS-Metro,Trabajo,Punta Mañana,2,13.53,MAIPU,90
1,47,Bus TS-Metro,Trabajo,Punta Tarde,2,13.55,SANTIAGO,110
1,22,Bus TS-Metro,Estudio,Punta Mañana,2,14.69,MAIPU,60
1,22,Bus TS-Metro,Estudio,Fuera Punta,2,14.69,SANTIAGO,85
0,19,Bus TS-Metro,Estudio,Fuera Punta,2,14.69,MAIPU,70
0,19,Bus TS-Metro,Estudio,Punta Tarde,2,14.69,SANTIAGO,90
0,54,Bus TS,Otro,Fuera Punta,1,2.22,MAIPU,30
0,54,Bus TS,Otro,Fuera Punta,1,2.22,CERRILLOS,20
0,54,Bus TS,Otro,Fuera Punta,1,3.36,MAIPU,45
0,54,Bus TS,Otro,Punta Tarde,1,3.36,MAIPU,40
0,54,Bus TS,Otro,Punta Tarde,1,1.81,MAIPU,25
0,54,Bus TS,Otro,Fuera Punta,1,1.81,MAIPU,25
1,53,Bus TS,Otro,Fuera Punta,1,2.22,MAIPU,30
1,53,Bus TS,Otro,Fuera Punta,1,2.22,CERRILLOS,20
1,53,Bus TS,Otro,Fuera Punta,1,3.36,MAIPU,45
1,53,Bus TS,Otro,Punta Tarde,1,3.36,MAIPU,40
1,53,Bus TS,Otro,Punta Tarde,1,1.81,MAIPU,25
1,53,Bus TS,Otro,Fuera Punta,1,1.81,MAIPU,25
0,26,Bus TS,Otro,Fuera Punta,3,14.51,MAIPU,60
0,26,Taxi Colectivo,Otro,Fuera Punta,1,14.51,CONCHALI,20
0,31,Bus TS,Otro,Fuera Punta,1,7.52,MAIPU,40
0,31,Bus TS,Otro,Fuera Punta,1,7.43,SANTIAGO,40
0,31,Bus TS,Otro,Fuera Punta,1,0.8,MAIPU,30
1,29,Bus TS,Otro,Fuera Punta,3,14.51,MAIPU,60
1,29,Taxi Colectivo,Otro,Fuera Punta,1,14.51,CONCHALI,20
0,6,Bus TS,Otro,Fuera Punta,1,7.52,MAIPU,40
0,6,Bus TS,Otro,Fuera Punta,1,7.43,SANTIAGO,40
0,6,Bus TS,Otro,Fuera Punta,1,0.8,MAIPU,30
0,14,Bus TS,Otro,Fuera Punta,1,2.1,MAIPU,40
1,26,Bus-Metro,Trabajo,Punta Tarde,2,39.11,PROVIDENCIA,90
1,60,Taxi Colectivo,Otro,Fuera Punta,1,3.27,BUIN,10
1,60,Bus no TS,Otro,Fuera Punta,1,3.27,BUIN,20
1,53,Caminata,Trabajo,Fuera Punta,1,1.83,BUIN,20
1,53,Caminata,Trabajo,Noche,1,1.83,BUIN,20
0,56,Auto,Trabajo,Fuera Punta,1,34.0,BUIN,25
0,56,Auto,Trabajo,Fuera Punta,1,34.0,INDEPENDENCIA,35
1,55,Bicicleta,Trabajo,Noche,1,3.77,BUIN,20
1,55,Bicicleta,Trabajo,Fuera Punta,1,3.77,BUIN,35
1,55,Bus no TS,Otro,Fuera Punta,1,3.98,BUIN,40
1,55,Bus no TS,Otro,Fuera Punta,2,3.98,BUIN,40
0,51,Bus no TS,Otro,Punta Mañana,1,3.98,BUIN,30
0,51,Bus no TS,Otro,Punta Mañana,2,3.98,BUIN,50
0,51,Bus no TS,Otro,Fuera Punta,1,3.98,BUIN,40
0,51,Bus no TS,Otro,Fuera Punta,2,3.98,BUIN,40
1,21,Bus no TS,Estudio,Fuera Punta,1,24.77,BUIN,75
1,21,Bus no TS,Estudio,Fuera Punta,1,24.77,LA FLORIDA,105
1,11,Bus no TS,Estudio,Punta Mañana,1,3.98,BUIN,30
1,11,Bus no TS,Estudio,Fuera Punta,2,3.98,BUIN,40
0,73,Bus no TS,Otro,Fuera Punta,1,31.49,BUIN,50
0,73,Bus no TS,Otro,Fuera Punta,1,31.49,ESTACION CENTRAL,70
1,43,Taxi Colectivo,Trabajo,Punta Mañana,1,0.78,BUIN,15
1,43,Taxi Colectivo,Trabajo,Fuera Punta,1,0.78,BUIN,30
1,58,Caminata,Otro,Fuera Punta,1,0.94,BUIN,35
1,58,Caminata,Otro,Fuera Punta,1,1.48,BUIN,70
0,51,Otros,Trabajo,Noche,1,1.05,BUIN,40
0,51,Taxi Colectivo,Trabajo,Fuera Punta,1,1.45,BUIN,30
1,35,Auto,Trabajo,Punta Mañana,1,14.99,BUIN,70
1,35,Auto,Trabajo,Punta Tarde,1,14.92,ISLA DE MAIPO,50
1,31,Taxi Colectivo,Trabajo,Punta Mañana,1,1.74,BUIN,30
1,31,Taxi Colectivo,Trabajo,Punta Tarde,1,1.98,BUIN,45
1,17,Bicicleta,Trabajo,Punta Mañana,1,2.15,BUIN,20
1,17,Bicicleta,Trabajo,Punta Tarde,1,2.36,BUIN,25
1,17,Caminata,Estudio,Punta Tarde,1,1.53,BUIN,40
1,17,Caminata,Estudio,Fuera Punta,1,1.53,BUIN,25
1,17,Bicicleta,Otro,Noche,1,2.02,BUIN,10
1,79,Taxi Colectivo,Otro,Fuera Punta,1,13.69,BUIN,30
1,79,Taxi Colectivo,Otro,Fuera Punta,1,13.69,BUIN,33
0,67,Taxi Colectivo,Otro,Fuera Punta,1,13.63,BUIN,90
0,67,Taxi Colectivo,Otro,Fuera Punta,1,13.63,BUIN,30
0,41,Taxi Colectivo,Otro,Fuera Punta,1,13.93,BUIN,60
0,41,Taxi Colectivo,Otro,Punta Tarde,1,13.93,BUIN,33
1,21,Taxi Colectivo,Trabajo,Punta Mañana,1,6.72,BUIN,30
1,21,Taxi Colectivo,Trabajo,Punta Tarde,1,6.72,BUIN,20
1,19,Otros-Metro,Estudio,Punta Mañana,3,39.94,BUIN,180
1,19,Otros-Metro,Estudio,Punta Tarde,3,39.94,LA FLORIDA,120
1,46,Bus no TS,Trabajo,Punta Mañana,1,32.41,BUIN,90
1,46,Bus no TS,Trabajo,Fuera Punta,1,32.41,SANTIAGO,60
0,6,Otros,Estudio,Punta Mañana,1,0.89,BUIN,15
0,6,Otros,Estudio,Fuera Punta,1,0.89,BUIN,30
0,23,Taxi Colectivo,Trabajo,Punta Mañana,1,1.17,BUIN,15
0,23,Caminata,Trabajo,Fuera Punta,1,1.17,BUIN,20
1,53,Auto,Otro,Fuera Punta,1,0.81,BUIN,5
1,53,Auto,Otro,Fuera Punta,1,0.85,BUIN,10
1,53,Auto,Otro,Fuera Punta,1,1.64,BUIN,15
1,53,Auto,Otro,Fuera Punta,1,0.81,BUIN,5
1,53,Auto,Otro,Fuera Punta,1,0.81,BUIN,5
1,53,Auto,Trabajo,Punta Tarde,1,0.4,BUIN,5
1,53,Auto,Trabajo,Fuera Punta,1,0.4,BUIN,10
1,53,Auto,Trabajo,Fuera Punta,1,0.68,BUIN,5
1,53,Auto,Trabajo,Noche,1,0.68,BUIN,5
0,54,Bus no TS,Otro,Fuera Punta,1,11.04,BUIN,20
0,54,Bus no TS,Otro,Fuera Punta,1,11.04,SAN BERNARDO,27
0,82,Otros,Otro,Fuera Punta,3,31.94,BUIN,70
0,82,Otros,Otro,Fuera Punta,2,31.94,SAN MIGUEL,95
0,51,Taxi Colectivo,Trabajo,Punta Mañana,1,3.62,BUIN,15
0,51,Taxi Colectivo,Trabajo,Fuera Punta,1,3.62,BUIN,30
0,51,Otros,Otro,Fuera Punta,3,31.94,BUIN,70
0,51,Otros,Otro,Fuera Punta,2,31.94,SAN MIGUEL,95
1,40,Otros,Trabajo,Punta Mañana,1,36.93,BUIN,75
1,40,Caminata,Otro,Punta Tarde,1,2.18,SANTIAGO,20
1,40,Otros,Otro,Fuera Punta,1,34.9,ESTACION CENTRAL,70
0,40,Taxi Colectivo,Otro,Fuera Punta,1,3.45,BUIN,15
0,40,Taxi Colectivo,Otro,Punta Tarde,1,3.52,BUIN,20
0,20,Caminata,Volver a casa,Punta Mañana,1,3.2,BUIN,60
0,20,Taxi Colectivo,Trabajo,Fuera Punta,1,3.2,BUIN,35
1,8,Taxi Colectivo,Estudio,Punta Mañana,1,3.45,BUIN,15
1,8,Taxi Colectivo,Otro,Punta Tarde,1,3.52,BUIN,20
0,28,Taxi Colectivo,Trabajo,Punta Mañana,1,3.9,BUIN,20
0,28,Taxi Colectivo,Trabajo,Punta Tarde,1,3.9,BUIN,20
1,31,Taxi Colectivo,Trabajo,Punta Mañana,1,9.94,BUIN,30
0,50,Taxi Colectivo,Otro,Fuera Punta,1,3.31,BUIN,20
0,50,Taxi Colectivo,Otro,Fuera Punta,1,3.31,BUIN,20
1,21,Bus-Metro,Estudio,Punta Mañana,2,33.19,BUIN,90
1,21,Bus-Metro,Estudio,Punta Tarde,2,33.19,SANTIAGO,90
1,26,Otros-Metro,Trabajo,Punta Mañana,3,39.11,BUIN,120
1,43,Taxi Colectivo,Volver a casa,Punta Tarde,1,0.11,BUIN,5
0,30,Taxi Colectivo,Otro,Punta Mañana,1,0.91,BUIN,15
0,30,Caminata,Otro,Punta Mañana,1,0.78,BUIN,15
0,30,Taxi Colectivo,Otro,Fuera Punta,1,0.91,BUIN,15
0,30,Taxi Colectivo,Otro,Fuera Punta,1,0.91,BUIN,25
0,30,Taxi Colectivo,Otro,Fuera Punta,1,0.91,BUIN,5
0,30,Taxi Colectivo,Otro,Punta Tarde,1,0.91,BUIN,15
0,11,Taxi Colectivo,Estudio,Punta Mañana,1,1.02,BUIN,15
0,11,Taxi Colectivo,Estudio,Fuera Punta,1,1.02,BUIN,15
0,11,Taxi Colectivo,Estudio,Fuera Punta,1,1.02,BUIN,15
0,11,Taxi Colectivo,Estudio,Punta Tarde,1,1.02,BUIN,15
1,35,Taxi Colectivo,Trabajo,Punta Mañana,2,3.1,BUIN,40
1,35,Taxi Colectivo,Trabajo,Punta Tarde,2,3.1,BUIN,140
0,44,Otros,Trabajo,Punta Mañana,1,3.54,BUIN,60
0,44,Otros,Trabajo,Punta Tarde,1,3.54,BUIN,60
1,21,Taxi Colectivo,Trabajo,Punta Mañana,2,3.1,BUIN,40
1,21,Taxi Colectivo,Trabajo,Punta Tarde,2,3.1,BUIN,140
0,54,Caminata,Otro,Punta Tarde,1,0.72,BUIN,15
0,54,Caminata,Otro,Punta Tarde,1,0.72,BUIN,15
0,26,Caminata,Otro,Punta Tarde,1,0.72,BUIN,15
0,26,Caminata,Otro,Punta Tarde,1,0.72,BUIN,15
1,24,Caminata,Trabajo,Punta Mañana,1,1.26,BUIN,30
1,24,Caminata,Trabajo,Fuera Punta,1,1.26,BUIN,25
0,23,Caminata,Trabajo,Punta Mañana,1,0.19,BUIN,15
0,23,Caminata,Trabajo,Fuera Punta,1,0.19,BUIN,15
0,23,Caminata,Trabajo,Fuera Punta,1,0.19,BUIN,15
0,23,Caminata,Trabajo,Fuera Punta,1,0.19,BUIN,15
1,63,Otros,Trabajo,Punta Mañana,2,5.43,BUIN,10
1,63,Otros,Trabajo,Punta Tarde,2,5.43,BUIN,10
1,71,Auto,Otro,Punta Tarde,1,5.92,BUIN,10
1,71,Auto,Otro,Fuera Punta,1,5.92,BUIN,10
0,56,Caminata,Otro,Fuera Punta,1,0.81,BUIN,10
0,56,Auto,Otro,Fuera Punta,1,0.82,BUIN,10
1,30,Otros,Trabajo,Fuera Punta,1,0.97,BUIN,2
1,30,Otros,Trabajo,Noche,1,0.97,BUIN,5
0,22,Caminata,Otro,Fuera Punta,1,0.61,BUIN,10
0,22,Caminata,Otro,Noche,1,0.61,BUIN,10
0,26,Bus no TS,Trabajo,Fuera Punta,1,2.43,BUIN,40
0,26,Taxi Colectivo,Trabajo,Punta Tarde,1,2.43,BUIN,25
0,26,Bus no TS,Estudio,Punta Tarde,1,30.51,BUIN,100
0,26,Otros-Metro,Estudio,Noche,3,30.51,SANTIAGO,70
0,64,Taxi Colectivo,Otro,Punta Mañana,1,2.74,BUIN,10
0,64,Taxi Colectivo,Otro,Fuera Punta,1,2.74,BUIN,5
1,47,Taxi Colectivo,Trabajo,Fuera Punta,1,3.56,BUIN,15
1,47,Bus no TS,Trabajo,Fuera Punta,1,3.56,BUIN,30
1,47,Auto,Trabajo,Punta Tarde,1,3.92,BUIN,35
1,47,Auto,Trabajo,Fuera Punta,1,3.92,BUIN,45
0,18,Bus no TS,Estudio,Punta Mañana,1,32.21,BUIN,73
0,18,Bus no TS,Estudio,Fuera Punta,1,32.21,ESTACION CENTRAL,75
1,51,Otros,Trabajo,Punta Mañana,1,2.58,BUIN,60
1,51,Otros,Trabajo,Punta Tarde,1,2.58,BUIN,50
0,46,Taxi Colectivo,Trabajo,Fuera Punta,1,2.75,BUIN,25
0,46,Taxi Colectivo,Otro,Fuera Punta,1,2.46,BUIN,20
1,24,Taxi Colectivo,Trabajo,Fuera Punta,1,0.98,BUIN,10
1,24,Caminata,Trabajo,Fuera Punta,1,0.98,BUIN,10
0,65,Auto,Otro,Fuera Punta,1,34.17,BUIN,90
0,65,Auto,Otro,Fuera Punta,1,34.17,PEDRO AGUIRRE CERDA,60
1,67,Auto,Otro,Fuera Punta,1,34.17,BUIN,90
1,67,Auto,Otro,Fuera Punta,1,34.17,PEDRO AGUIRRE CERDA,60
1,49,Bus no TS,Trabajo,Punta Mañana,1,30.12,BUIN,90
1,49,Bus no TS,Trabajo,Punta Tarde,1,30.12,SANTIAGO,75
0,37,Bus TS-Bus,Trabajo,Fuera Punta,3,44.54,BUIN,130
0,37,Otros-Bus-Metro,Trabajo,Fuera Punta,3,44.54,LAS CONDES,180
0,29,Caminata,Otro,Fuera Punta,1,0.22,BUIN,9
0,29,Caminata,Otro,Fuera Punta,1,0.22,BUIN,10
0,29,Auto,Trabajo,Fuera Punta,1,42.82,BUIN,40
0,29,Auto,Trabajo,Noche,1,42.82,MELIPILLA,20
1,29,Bus no TS,Otro,Fuera Punta,1,1.84,BUIN,45
1,29,Bus no TS,Otro,Fuera Punta,1,1.84,BUIN,15
0,53,Auto,Trabajo,Punta Mañana,1,2.2,BUIN,15
0,53,Auto,Trabajo,Fuera Punta,1,2.2,BUIN,15
0,25,Bus-Metro,Estudio,Punta Mañana,2,31.56,BUIN,80
0,25,Caminata,Otro,Fuera Punta,1,0.27,ESTACION CENTRAL,10
0,25,Bus no TS,Otro,Fuera Punta,1,31.63,SANTIAGO,55
1,31,Bus no TS,Otro,Fuera Punta,1,1.09,BUIN,20
0,71,Bus no TS,Otro,Fuera Punta,1,16.9,BUIN,60
0,71,Bus no TS,Otro,Fuera Punta,1,16.9,SAN BERNARDO,60
0,48,Taxi Colectivo,Otro,Fuera Punta,1,0.84,BUIN,10
0,48,Taxi Colectivo,Otro,Fuera Punta,1,0.84,BUIN,10
1,40,Taxi Colectivo,Trabajo,Punta Mañana,1,0.59,BUIN,10
1,40,Taxi Colectivo,Trabajo,Punta Tarde,1,0.59,BUIN,15
1,14,Otros,Estudio,Punta Mañana,1,0.71,BUIN,15
1,14,Otros,Estudio,Fuera Punta,1,0.71,BUIN,10
1,4,Otros,Estudio,Fuera Punta,1,0.71,BUIN,5
1,4,Otros,Estudio,Fuera Punta,1,0.71,BUIN,15
1,35,Caminata,Trabajo,Punta Mañana,1,1.07,BUIN,15
1,35,Caminata,Trabajo,Fuera Punta,1,1.07,BUIN,15
1,48,Caminata,Otro,Punta Mañana,1,0.82,BUIN,25
1,48,Caminata,Otro,Fuera Punta,1,0.74,BUIN,20
0,25,Otros,Trabajo,Punta Mañana,1,9.93,BUIN,35
1,62,Bicicleta,Volver a casa,Punta Mañana,1,0.78,BUIN,30
1,62,Bicicleta,Trabajo,Fuera Punta,1,0.78,BUIN,15
1,62,Bicicleta,Otro,Fuera Punta,1,0.78,BUIN,10
1,62,Bicicleta,Trabajo,Fuera Punta,1,0.78,BUIN,10
1,62,Bicicleta,Trabajo,Fuera Punta,1,0.78,BUIN,10
1,62,Bicicleta,Trabajo,Noche,1,0.78,BUIN,10
0,61,Taxi Colectivo,Otro,Fuera Punta,1,0.88,BUIN,10
0,61,Taxi Colectivo,Otro,Fuera Punta,1,0.88,BUIN,15
0,56,Taxi Colectivo,Otro,Fuera Punta,1,3.97,BUIN,15
0,56,Taxi Colectivo,Otro,Punta Tarde,1,3.97,BUIN,25
0,20,Taxi Colectivo,Trabajo,Punta Mañana,1,3.57,BUIN,15
0,20,Taxi Colectivo,Trabajo,Fuera Punta,1,3.57,BUIN,20
1,53,Taxi Colectivo,Trabajo,Punta Mañana,1,6.22,BUIN,20
1,53,Taxi Colectivo,Trabajo,Noche,1,6.22,BUIN,25
1,38,Auto,Trabajo,Fuera Punta,1,0.38,BUIN,10
1,38,Auto,Trabajo,Noche,1,0.37,BUIN,10
0,44,Auto,Trabajo,Fuera Punta,1,23.78,BUIN,50
0,44,Auto,Trabajo,Punta Tarde,1,23.78,LA CISTERNA,60
0,21,Bus-Metro,Estudio,Fuera Punta,2,37.81,BUIN,140
0,21,Bus-Metro,Estudio,Punta Tarde,2,37.81,PROVIDENCIA,90
1,22,Otros,Volver a casa,Punta Mañana,1,4.53,BUIN,75
1,22,Otros,Trabajo,Fuera Punta,1,4.53,BUIN,75
0,41,Bicicleta,Trabajo,Punta Mañana,1,8.27,BUIN,15
1,81,Auto,Otro,Fuera Punta,1,3.51,BUIN,30
1,81,Auto,Otro,Fuera Punta,1,5.87,BUIN,30
0,52,Taxi Colectivo,Otro,Fuera Punta,1,1.74,BUIN,30
0,52,Caminata,Otro,Punta Tarde,1,1.72,BUIN,30
0,52,Caminata,Otro,Fuera Punta,1,1.72,BUIN,30
1,30,Bicicleta,Trabajo,Punta Mañana,1,2.28,BUIN,30
1,30,Bicicleta,Trabajo,Fuera Punta,1,2.22,BUIN,30
1,28,Taxi Colectivo,Otro,Fuera Punta,1,1.77,BUIN,30
1,28,Caminata,Otro,Punta Tarde,1,1.72,BUIN,30
1,28,Caminata,Otro,Fuera Punta,1,1.72,BUIN,30
1,28,Taxi Colectivo,Otro,Noche,1,1.72,BUIN,10
0,10,Caminata,Estudio,Punta Mañana,1,1.26,BUIN,20
0,10,Caminata,Estudio,Fuera Punta,1,1.21,BUIN,20
1,7,Caminata,Estudio,Punta Mañana,1,1.26,BUIN,20
1,7,Caminata,Estudio,Fuera Punta,1,1.21,BUIN,20
1,2,Taxi Colectivo,Otro,Fuera Punta,1,1.77,BUIN,30
1,2,Caminata,Otro,Punta Tarde,1,1.72,BUIN,30
1,58,Bicicleta,Trabajo,Punta Mañana,1,1.14,BUIN,15
1,58,Bicicleta,Trabajo,Punta Tarde,1,1.14,BUIN,15
1,31,Bicicleta,Trabajo,Punta Mañana,1,0.75,BUIN,15
1,31,Bicicleta,Trabajo,Punta Tarde,1,0.75,BUIN,15
1,27,Bicicleta,Trabajo,Punta Mañana,1,4.5,BUIN,37
1,28,Auto,Trabajo,Punta Mañana,1,2.49,BUIN,55
1,28,Auto,Trabajo,Punta Tarde,1,2.49,BUIN,35
1,69,Taxi Colectivo,Otro,Fuera Punta,1,3.37,BUIN,5
1,69,Taxi Colectivo,Otro,Fuera Punta,1,3.37,BUIN,15
1,54,Auto,Trabajo,Punta Mañana,1,1.66,BUIN,10
1,54,Auto,Trabajo,Fuera Punta,1,1.66,BUIN,5
1,54,Auto,Trabajo,Fuera Punta,1,1.66,BUIN,10
1,54,Auto,Trabajo,Fuera Punta,1,1.66,BUIN,10
1,54,Auto,Trabajo,Fuera Punta,1,1.66,BUIN,10
1,54,Auto,Trabajo,Fuera Punta,1,1.66,BUIN,5
0,52,Bus no TS,Otro,Fuera Punta,1,34.29,BUIN,45
0,52,Metro,Otro,Fuera Punta,1,1.99,SANTIAGO,30
0,52,Bus no TS,Otro,Punta Tarde,1,33.42,SANTIAGO,90
1,45,Taxi Colectivo,Trabajo,Punta Mañana,1,2.47,BUIN,10
1,45,Taxi Colectivo,Trabajo,Punta Tarde,1,2.47,BUIN,12
0,42,Taxi Colectivo,Otro,Fuera Punta,1,2.47,BUIN,15
0,42,Taxi Colectivo,Otro,Punta Tarde,1,2.47,BUIN,15
0,23,Taxi Colectivo,Trabajo,Fuera Punta,1,2.45,BUIN,15
0,23,Taxi Colectivo,Trabajo,Punta Tarde,1,2.45,BUIN,15
1,6,Taxi Colectivo,Estudio,Punta Mañana,1,2.18,BUIN,10
1,6,Caminata,Estudio,Fuera Punta,1,2.18,BUIN,30
0,7,Caminata,Estudio,Punta Mañana,1,2.21,BUIN,20
0,7,Caminata,Estudio,Fuera Punta,1,2.21,BUIN,20
0,65,Taxi Colectivo,Otro,Punta Tarde,1,0.59,BUIN,25
0,65,Taxi Colectivo,Otro,Fuera Punta,1,0.59,BUIN,35
1,24,Bus no TS,Estudio,Punta Mañana,1,31.67,BUIN,60
1,24,Bus no TS,Estudio,Punta Tarde,1,31.67,SANTIAGO,50
0,43,Bus no TS,Otro,Punta Mañana,1,27.97,BUIN,95
0,43,Bus no TS,Otro,Fuera Punta,1,27.97,SAN MIGUEL,45
0,43,Caminata,Otro,Fuera Punta,1,0.9,BUIN,20
0,43,Caminata,Otro,Fuera Punta,1,0.9,BUIN,20
0,11,Auto,Estudio,Punta Mañana,1,1.09,BUIN,5
0,11,Otros,Estudio,Fuera Punta,1,1.09,BUIN,55
0,22,Caminata,Trabajo,Punta Tarde,1,0.9,BUIN,20
0,22,Caminata,Trabajo,Fuera Punta,1,0.9,BUIN,20
1,31,Auto,Otro,Fuera Punta,1,2.06,BUIN,10
1,31,Auto,Otro,Fuera Punta,1,2.06,BUIN,5
1,31,Auto,Otro,Punta Tarde,1,1.47,BUIN,5
1,31,Auto,Otro,Noche,1,0.14,BUIN,5
1,31,Auto,Otro,Noche,1,1.38,BUIN,10
0,25,Otros,Trabajo,Punta Tarde,2,9.88,BUIN,60
0,6,Auto,Otro,Punta Tarde,1,1.47,BUIN,5
0,6,Auto,Otro,Noche,1,0.14,BUIN,5
0,6,Auto,Otro,Noche,1,1.38,BUIN,10
1,2,Auto,Otro,Punta Tarde,1,1.47,BUIN,5
1,2,Auto,Otro,Noche,1,0.14,BUIN,5
1,2,Auto,Otro,Noche,1,1.38,BUIN,10
1,38,Auto,Trabajo,Punta Mañana,1,9.34,BUIN,30
1,6,Caminata,Estudio,Punta Mañana,1,1.54,BUIN,15
1,6,Caminata,Estudio,Fuera Punta,1,1.54,BUIN,15
0,54,Bicicleta,Trabajo,Fuera Punta,1,1.01,BUIN,15
0,54,Bicicleta,Trabajo,Punta Tarde,1,1.01,BUIN,15
1,17,Bicicleta,Trabajo,Punta Mañana,1,1.52,BUIN,45
1,16,Bus no TS,Trabajo,Punta Mañana,1,4.84,BUIN,105
1,16,Bus no TS,Trabajo,Fuera Punta,1,4.84,BUIN,60
0,13,Auto,Trabajo,Punta Mañana,1,4.56,BUIN,60
0,13,Auto,Trabajo,Fuera Punta,1,4.56,BUIN,60
0,51,Taxi Colectivo,Trabajo,Punta Mañana,1,0.96,BUIN,15
0,51,Taxi Colectivo,Trabajo,Fuera Punta,1,0.96,BUIN,10
1,54,Bus-Metro,Estudio,Punta Mañana,2,31.83,BUIN,80
1,54,Bus-Metro,Estudio,Fuera Punta,2,31.83,SANTIAGO,90
0,33,Bus no TS,Otro,Fuera Punta,1,13.23,BUIN,60
0,33,Bus no TS,Otro,Fuera Punta,1,13.23,BUIN,60
0,13,Bus no TS,Estudio,Punta Mañana,1,6.55,BUIN,20
0,13,Bus no TS,Estudio,Fuera Punta,1,6.55,SAN BERNARDO,30
1,6,Otros,Estudio,Punta Mañana,1,7.44,BUIN,30
1,6,Otros,Estudio,Fuera Punta,1,7.44,SAN BERNARDO,50
0,3,Bus no TS,Otro,Fuera Punta,1,13.23,BUIN,60
0,3,Bus no TS,Otro,Fuera Punta,1,13.23,BUIN,60
0,77,Auto,Otro,Fuera Punta,1,0.59,BUIN,7
0,77,Auto,Otro,Fuera Punta,1,0.59,BUIN,7
1,32,Taxi Colectivo,Otro,Fuera Punta,1,6.18,BUIN,50
1,32,Taxi Colectivo,Otro,Fuera Punta,1,6.18,BUIN,40
0,47,Bus-Metro,Trabajo,Fuera Punta,2,33.15,BUIN,75
0,47,Bus-Metro,Trabajo,Fuera Punta,2,33.15,SANTIAGO,90
1,26,Otros-Bus-Metro,Trabajo,Fuera Punta,3,30.65,BUIN,180
1,26,Otros-Bus-Metro,Trabajo,Punta Tarde,3,30.65,SANTIAGO,180
0,28,Taxi Colectivo,Trabajo,Punta Mañana,1,2.36,BUIN,10
0,28,Bus no TS,Trabajo,Punta Tarde,1,2.36,BUIN,10
0,17,Caminata,Estudio,Punta Mañana,1,0.71,BUIN,10
0,17,Caminata,Estudio,Fuera Punta,1,0.71,BUIN,10
0,73,Caminata,Otro,Fuera Punta,1,0.65,BUIN,10
0,73,Caminata,Otro,Fuera Punta,1,0.65,BUIN,10
0,52,Auto,Trabajo,Fuera Punta,1,8.14,BUIN,30
1,54,Bus-Metro,Trabajo,Punta Mañana,2,33.69,BUIN,100
1,54,Bus-Metro,Trabajo,Punta Tarde,2,33.69,SANTIAGO,80
0,27,Bus no TS,Trabajo,Punta Mañana,1,32.14,BUIN,70
0,27,Bus no TS,Trabajo,Punta Tarde,1,32.14,ESTACION CENTRAL,90
0,63,Auto,Otro,Fuera Punta,1,14.19,BUIN,45
0,63,Auto,Otro,Fuera Punta,1,14.19,BUIN,30
0,67,Auto,Otro,Fuera Punta,1,14.19,BUIN,45
0,67,Auto,Otro,Fuera Punta,1,14.19,BUIN,30
1,49,Bus-Metro,Trabajo,Punta Mañana,2,34.47,BUIN,100
1,49,Bus-Metro,Trabajo,Fuera Punta,2,34.47,PROVIDENCIA,115
0,49,Taxi Colectivo,Trabajo,Punta Mañana,1,1.37,BUIN,20
0,49,Taxi Colectivo,Trabajo,Punta Tarde,1,1.37,BUIN,20
1,45,Taxi Colectivo,Otro,Fuera Punta,1,3.2,BUIN,90
1,45,Taxi Colectivo,Otro,Fuera Punta,1,3.2,BUIN,80
1,45,Taxi Colectivo,Otro,Fuera Punta,1,1.15,BUIN,25
0,40,Taxi Colectivo,Otro,Fuera Punta,1,1.15,BUIN,25
0,8,Taxi Colectivo,Otro,Fuera Punta,1,1.15,BUIN,25
0,0,Taxi Colectivo,Otro,Fuera Punta,1,1.15,BUIN,25
1,38,Auto,Trabajo,Punta Mañana,1,1.29,BUIN,20
1,38,Auto,Trabajo,Punta Tarde,1,1.29,BUIN,15
