es_hombre,edad,modo,proposito,periodo,etapas,dist_km,comuna_origen,tiempo
1,67,Auto,Trabajo,Fuera Punta,1,0.45,PUENTE ALTO,15
1,67,Auto,Trabajo,Punta Tarde,1,1.81,PUENTE ALTO,20
0,38,Bus TS,Otro,Fuera Punta,1,1.75,PUENTE ALTO,60
0,38,Bus TS,Otro,Fuera Punta,1,1.75,PUENTE ALTO,35
0,16,Bus TS,Estudio,Punta Mañana,1,3.12,PUENTE ALTO,80
0,16,Bus TS,Estudio,Fuera Punta,1,3.12,PUENTE ALTO,30
0,16,Bus TS,Otro,Punta Tarde,1,1.91,PUENTE ALTO,30
0,16,Auto,Otro,Fuera Punta,1,1.91,PUENTE ALTO,15
1,10,Otros,Estudio,Punta Mañana,1,1.61,PUENTE ALTO,10
1,10,Otros,Estudio,Fuera Punta,1,1.61,PUENTE ALTO,15
1,27,Bus TS,Trabajo,Punta Mañana,2,23.39,PUENTE ALTO,120
1,27,Bus TS,Trabajo,Punta Tarde,2,23.39,QUINTA NORMAL,165
0,27,Bus TS,Otro,Punta Mañana,2,12.38,PUENTE ALTO,60
0,27,Bus TS,Otro,Punta Tarde,2,12.38,LA FLORIDA,135
1,5,Bus TS,Otro,Punta Mañana,2,12.38,PUENTE ALTO,60
1,5,Bus TS,Otro,Punta Tarde,2,12.38,LA FLORIDA,135
1,25,Otros,Trabajo,Punta Mañana,1,19.37,PUENTE ALTO,60
1,25,Bus TS-Metro,Trabajo,Punta Tarde,2,19.37,SANTIAGO,105
0,28,Bus TS-Metro,Trabajo,Fuera Punta,2,19.57,PUENTE ALTO,60
0,28,Bus TS-Metro,Trabajo,Fuera Punta,2,19.57,SANTIAGO,75
1,20,Metro,Estudio,Fuera Punta,1,7.59,PUENTE ALTO,45
1,20,Metro,Estudio,Fuera Punta,1,7.59,LA FLORIDA,40
0,74,Bus no TS,Trabajo,Punta Mañana,1,5.8,PUENTE ALTO,70
0,74,Bus no TS,Trabajo,Fuera Punta,1,5.8,LA FLORIDA,80
1,39,Bus TS,Trabajo,Punta Mañana,3,11.03,PUENTE ALTO,105
1,39,Bus TS,Trabajo,Punta Tarde,3,11.03,SAN BERNARDO,150
0,41,Bus TS,Otro,Fuera Punta,1,2.96,PUENTE ALTO,20
0,41,Bus TS,Otro,Fuera Punta,1,2.96,PUENTE ALTO,25
0,2,Bus TS,Otro,Fuera Punta,1,2.96,PUENTE ALTO,20
0,2,Bus TS,Otro,Fuera Punta,1,2.96,PUENTE ALTO,20
1,49,Bus TS-Metro,Trabajo,Punta Mañana,2,27.48,PUENTE ALTO,100
1,49,Bus TS-Metro,Trabajo,Punta Tarde,2,27.46,LAS CONDES,90
0,23,Bus TS-Metro,Estudio,Fuera Punta,2,22.47,PUENTE ALTO,60
0,23,Bus TS-Metro,Estudio,Punta Tarde,2,22.46,SANTIAGO,75
0,19,Bus TS-Metro,Estudio,Punta Mañana,3,18.46,PUENTE ALTO,90
0,19,Bus TS-Metro,Estudio,Fuera Punta,3,18.44,ÑUÑOA,80
1,7,Taxi Colectivo,Otro,Punta Mañana,1,2.93,PUENTE ALTO,20
1,7,Taxi Colectivo,Otro,Fuera Punta,1,2.91,PUENTE ALTO,15
0,48,Taxi Colectivo,Otro,Punta Mañana,1,2.93,PUENTE ALTO,20
0,48,Taxi Colectivo,Otro,Fuera Punta,1,2.91,PUENTE ALTO,15
0,28,Bus TS,Trabajo,Fuera Punta,1,7.09,PUENTE ALTO,50
0,28,Bus TS,Trabajo,Fuera Punta,1,7.09,LA FLORIDA,60
0,19,Bus TS,Otro,Fuera Punta,1,17.4,PUENTE ALTO,60
0,19,Bus TS,Otro,Fuera Punta,1,17.4,SANTIAGO,60
1,25,Bus TS-Metro,Trabajo,Punta Mañana,2,17.82,PUENTE ALTO,60
1,25,Bus TS-Metro,Trabajo,Punta Tarde,2,17.82,SANTIAGO,60
0,24,Bus TS-Metro,Trabajo,Fuera Punta,2,17.01,PUENTE ALTO,90
0,24,Bus TS-Metro,Trabajo,Fuera Punta,2,17.01,SANTIAGO,90
1,5,Otros,Estudio,Punta Mañana,1,1.3,PUENTE ALTO,45
1,5,Otros,Estudio,Fuera Punta,1,1.3,PUENTE ALTO,30
0,49,Bus TS,Trabajo,Fuera Punta,1,4.94,PUENTE ALTO,50
0,49,Bus TS,Trabajo,Punta Tarde,1,4.94,PUENTE ALTO,60
1,20,Bus TS-Metro,Trabajo,Fuera Punta,2,21.39,PUENTE ALTO,150
0,69,Taxi Colectivo,Otro,Fuera Punta,1,1.44,PUENTE ALTO,40
0,69,Taxi Colectivo,Otro,Fuera Punta,1,1.44,PUENTE ALTO,45
0,48,Bus no TS,Trabajo,Fuera Punta,1,1.19,PUENTE ALTO,90
0,48,Otros-Bus,Trabajo,Noche,2,1.19,PUENTE ALTO,90
1,52,Bus TS-Metro,Otro,Fuera Punta,2,15.58,PUENTE ALTO,90
1,52,Bus TS-Metro,Otro,Fuera Punta,2,15.58,ESTACION CENTRAL,60
0,42,Taxi Colectivo,Estudio,Punta Mañana,1,4.46,PUENTE ALTO,45
0,42,Taxi Colectivo,Estudio,Fuera Punta,1,4.46,PUENTE ALTO,115
1,14,Otros,Estudio,Punta Mañana,1,4.06,PUENTE ALTO,45
1,14,Otros,Estudio,Fuera Punta,1,4.06,PUENTE ALTO,55
0,6,Otros,Estudio,Punta Mañana,1,4.06,PUENTE ALTO,45
0,6,Otros,Estudio,Fuera Punta,1,4.06,PUENTE ALTO,20
1,52,Bus TS,Trabajo,Fuera Punta,3,7.24,PUENTE ALTO,120
1,52,Auto,Trabajo,Noche,1,7.24,LA CISTERNA,30
1,21,Bus TS,Trabajo,Punta Mañana,1,6.36,PUENTE ALTO,70
1,21,Bus TS,Trabajo,Fuera Punta,1,6.36,LA FLORIDA,60
1,16,Caminata,Estudio,Punta Mañana,1,4.77,PUENTE ALTO,15
1,16,Caminata,Estudio,Fuera Punta,1,4.77,PUENTE ALTO,20
0,59,Bus TS-Metro,Otro,Fuera Punta,2,15.0,PUENTE ALTO,90
0,59,Bus TS-Metro,Otro,Fuera Punta,2,15.0,SANTIAGO,120
1,64,Auto,Trabajo,Punta Mañana,1,0.86,PUENTE ALTO,35
1,64,Auto,Trabajo,Punta Tarde,1,0.12,PUENTE ALTO,60
0,14,Caminata,Estudio,Punta Mañana,1,1.55,PUENTE ALTO,15
0,14,Caminata,Estudio,Fuera Punta,1,0.69,PUENTE ALTO,30
0,10,Caminata,Estudio,Punta Mañana,1,1.55,PUENTE ALTO,15
0,10,Caminata,Estudio,Fuera Punta,1,0.69,PUENTE ALTO,30
0,8,Caminata,Estudio,Punta Mañana,1,1.55,PUENTE ALTO,15
0,8,Caminata,Estudio,Fuera Punta,1,0.69,PUENTE ALTO,30
1,44,Auto,Trabajo,Punta Mañana,1,18.43,PUENTE ALTO,60
1,44,Auto,Trabajo,Fuera Punta,1,18.43,LAS CONDES,60
0,32,Bus TS,Otro,Punta Mañana,1,2.9,PUENTE ALTO,20
0,32,Bus TS,Otro,Punta Mañana,1,2.9,LA FLORIDA,20
0,9,Bus TS,Estudio,Punta Mañana,1,2.9,PUENTE ALTO,20
0,9,Bus TS,Estudio,Fuera Punta,1,2.9,LA FLORIDA,20
1,46,Auto,Trabajo,Punta Mañana,1,15.71,PUENTE ALTO,50
1,46,Auto,Trabajo,Punta Tarde,1,15.71,PROVIDENCIA,50
0,39,Auto,Trabajo,Punta Mañana,1,10.68,PUENTE ALTO,40
0,39,Auto,Trabajo,Punta Tarde,1,10.68,MACUL,20
1,23,Bus TS-Metro,Estudio,Fuera Punta,2,13.35,PUENTE ALTO,50
1,23,Bus TS-Metro,Estudio,Fuera Punta,2,13.35,SAN MIGUEL,60
1,21,Bus TS,Estudio,Fuera Punta,2,17.17,PUENTE ALTO,70
1,21,Bus TS,Estudio,Fuera Punta,1,17.17,PROVIDENCIA,120
1,58,Caminata,Trabajo,Punta Mañana,1,4.04,PUENTE ALTO,65
1,58,Bus TS,Trabajo,Punta Tarde,2,4.04,LA FLORIDA,63
0,59,Bus TS,Otro,Punta Mañana,2,7.13,PUENTE ALTO,45
0,59,Taxi Colectivo,Trabajo,Fuera Punta,1,3.96,LA FLORIDA,30
0,59,Bus TS,Trabajo,Punta Tarde,2,5.04,LA FLORIDA,75
1,45,Bus TS-Metro,Trabajo,Noche,3,25.13,PUENTE ALTO,115
1,45,Bus TS-Metro,Trabajo,Fuera Punta,3,25.13,LAS CONDES,105
0,49,Bus TS-Metro,Trabajo,Fuera Punta,3,25.13,PUENTE ALTO,125
0,49,Bus TS-Metro,Trabajo,Noche,3,25.13,LAS CONDES,90
0,11,Caminata,Estudio,Punta Mañana,1,0.66,PUENTE ALTO,20
0,11,Caminata,Estudio,Fuera Punta,1,0.66,PUENTE ALTO,20
1,39,Auto,Trabajo,Fuera Punta,1,21.2,PUENTE ALTO,40
1,39,Auto,Trabajo,Fuera Punta,1,19.81,SANTIAGO,40
0,36,Caminata,Otro,Fuera Punta,1,1.35,PUENTE ALTO,30
0,36,Caminata,Otro,Fuera Punta,1,1.35,PUENTE ALTO,30
0,17,Bus TS,Volver a casa,Fuera Punta,2,0.05,PUENTE ALTO,90
1,10,Caminata,Otro,Fuera Punta,1,1.0,PUENTE ALTO,30
1,10,Caminata,Otro,Fuera Punta,1,0.95,PUENTE ALTO,30
0,41,Taxi Colectivo,Otro,Fuera Punta,1,3.55,PUENTE ALTO,75
0,41,Taxi Colectivo,Otro,Fuera Punta,1,3.55,PUENTE ALTO,20
1,47,Auto,Trabajo,Punta Mañana,1,6.87,PUENTE ALTO,20
1,47,Auto,Trabajo,Punta Tarde,1,6.87,PUENTE ALTO,30
1,24,TaxiCol-Metro,Trabajo,Punta Tarde,2,21.36,PUENTE ALTO,110
1,24,Auto,Trabajo,Noche,1,21.36,PROVIDENCIA,48
1,63,Auto,Trabajo,Punta Mañana,1,6.8,PUENTE ALTO,20
1,63,Auto,Trabajo,Punta Tarde,1,6.8,PUENTE ALTO,20
1,24,Auto,Trabajo,Punta Mañana,1,6.8,PUENTE ALTO,20
1,24,Auto,Trabajo,Fuera Punta,1,6.8,PUENTE ALTO,22
1,37,Auto,Trabajo,Fuera Punta,1,31.09,PUENTE ALTO,90
1,37,Auto,Trabajo,Fuera Punta,1,13.93,QUILICURA,45
1,37,Auto,Trabajo,Fuera Punta,1,21.21,SANTIAGO,30
0,31,Caminata,Otro,Fuera Punta,1,0.99,PUENTE ALTO,15
0,31,Caminata,Otro,Fuera Punta,1,0.99,PUENTE ALTO,15
0,7,Caminata,Estudio,Fuera Punta,1,0.27,PUENTE ALTO,5
1,0,Caminata,Otro,Fuera Punta,1,0.99,PUENTE ALTO,15
1,0,Caminata,Otro,Fuera Punta,1,0.99,PUENTE ALTO,15
1,40,Bus TS,Trabajo,Punta Mañana,2,9.34,PUENTE ALTO,60
1,40,Bus TS,Trabajo,Fuera Punta,1,9.34,PUENTE ALTO,60
1,15,Bus TS,Estudio,Punta Mañana,1,1.91,PUENTE ALTO,30
1,15,Bus TS,Estudio,Fuera Punta,1,1.91,PUENTE ALTO,45
1,61,Auto,Trabajo,Punta Mañana,1,4.17,PUENTE ALTO,15
1,61,Auto,Trabajo,Punta Tarde,1,4.17,LA PINTANA,15
0,56,Auto,Trabajo,Punta Mañana,1,14.54,PUENTE ALTO,15
0,56,Auto,Trabajo,Punta Tarde,1,14.54,SANTIAGO,15
0,28,Auto,Trabajo,Punta Mañana,1,1.53,PUENTE ALTO,20
0,28,Auto,Trabajo,Fuera Punta,1,1.53,PUENTE ALTO,20
1,70,Auto,Trabajo,Punta Mañana,1,11.69,PUENTE ALTO,60
1,70,Auto,Trabajo,Fuera Punta,1,11.69,SAN JOAQUIN,30
0,49,Bus TS,Otro,Fuera Punta,1,2.66,PUENTE ALTO,25
0,49,Bus TS,Otro,Fuera Punta,1,2.66,PUENTE ALTO,30
1,55,Metro,Trabajo,Fuera Punta,1,17.75,PUENTE ALTO,45
1,55,Metro,Trabajo,Fuera Punta,1,17.75,SANTIAGO,105
0,52,Auto,Trabajo,Punta Mañana,1,16.25,PUENTE ALTO,30
0,52,Auto,Trabajo,Fuera Punta,1,16.25,ÑUÑOA,30
0,26,Metro,Estudio,Fuera Punta,1,17.36,PUENTE ALTO,60
0,26,Metro,Estudio,Fuera Punta,1,17.36,SANTIAGO,60
0,22,Metro,Estudio,Punta Mañana,1,14.68,PUENTE ALTO,80
0,22,Metro,Estudio,Punta Tarde,1,14.68,ÑUÑOA,60
0,18,Bus TS,Estudio,Punta Mañana,1,1.27,PUENTE ALTO,30
0,18,Bus TS,Estudio,Punta Tarde,1,1.27,PUENTE ALTO,30
1,25,Bus TS,Trabajo,Noche,1,10.66,PUENTE ALTO,100
1,25,Bus TS,Trabajo,Fuera Punta,1,18.46,SAN BERNARDO,90
1,25,Bus TS,Trabajo,Fuera Punta,2,21.48,SANTIAGO,165
1,72,Metro,Otro,Fuera Punta,1,14.92,PUENTE ALTO,50
1,72,Auto,Otro,Fuera Punta,1,14.92,SANTIAGO,50
0,56,Metro,Volver a casa,Fuera Punta,1,27.07,QUILICURA,40
1,50,Bicicleta,Trabajo,Punta Mañana,1,0.89,PUENTE ALTO,5
1,50,Bicicleta,Trabajo,Punta Tarde,1,0.89,PUENTE ALTO,5
1,24,Auto,Trabajo,Punta Mañana,1,17.39,PUENTE ALTO,70
1,24,Auto,Trabajo,Punta Tarde,1,17.39,SANTIAGO,90
1,31,Metro,Trabajo,Punta Mañana,1,19.01,PUENTE ALTO,80
1,31,Metro,Trabajo,Punta Tarde,1,19.01,PROVIDENCIA,140
0,19,Caminata,Otro,Fuera Punta,1,0.81,PUENTE ALTO,20
0,19,Caminata,Otro,Fuera Punta,1,0.81,PUENTE ALTO,30
1,0,Caminata,Otro,Fuera Punta,1,0.81,PUENTE ALTO,20
1,0,Caminata,Otro,Fuera Punta,1,0.81,PUENTE ALTO,30
1,58,Bus TS-Metro,Trabajo,Punta Mañana,3,19.55,PUENTE ALTO,95
1,58,Bus TS-Metro,Trabajo,Punta Tarde,3,19.55,LAS CONDES,130
1,18,Bus TS-Metro,Trabajo,Punta Mañana,2,18.57,PUENTE ALTO,65
1,18,Bus TS-Metro,Trabajo,Punta Tarde,2,18.57,SANTIAGO,90
0,52,Bus TS-Metro,Trabajo,Punta Mañana,3,17.74,PUENTE ALTO,100
0,52,Bus TS-Metro,Trabajo,Punta Tarde,3,17.74,LAS CONDES,105
1,45,Bus TS,Trabajo,Punta Mañana,2,11.05,PUENTE ALTO,75
1,45,Bus TS,Trabajo,Punta Tarde,2,11.05,SAN MIGUEL,80
0,21,Bus TS-Metro,Estudio,Fuera Punta,2,18.27,PUENTE ALTO,65
0,21,Bus TS-Metro,Estudio,Punta Tarde,2,18.27,PROVIDENCIA,30
0,18,Bus TS-Metro,Estudio,Punta Mañana,2,16.97,PUENTE ALTO,70
0,18,Bus TS-Metro,Estudio,Fuera Punta,2,16.97,SANTIAGO,70
0,45,Bus TS,Trabajo,Punta Mañana,1,14.1,PUENTE ALTO,60
0,45,Bus TS,Trabajo,Punta Tarde,1,14.1,SANTIAGO,90
1,19,Bus TS,Otro,Fuera Punta,1,4.44,PUENTE ALTO,40
1,19,Bus TS,Otro,Fuera Punta,1,4.44,PUENTE ALTO,45
1,51,Auto,Trabajo,Punta Mañana,1,14.09,PUENTE ALTO,60
1,51,Auto,Trabajo,Punta Tarde,1,14.09,PROVIDENCIA,45
0,57,Taxi Colectivo,Otro,Fuera Punta,1,2.02,PUENTE ALTO,10
0,57,Taxi Colectivo,Otro,Fuera Punta,1,2.02,PUENTE ALTO,10
0,37,Taxi Colectivo,Trabajo,Fuera Punta,1,1.14,PUENTE ALTO,15
0,37,Taxi Colectivo,Trabajo,Fuera Punta,1,1.14,PUENTE ALTO,20
0,37,Taxi Colectivo,Trabajo,Fuera Punta,1,1.14,PUENTE ALTO,20
0,37,Taxi Colectivo,Trabajo,Fuera Punta,1,1.14,PUENTE ALTO,15
0,20,Bus TS,Estudio,Fuera Punta,1,2.49,PUENTE ALTO,30
0,20,Bus TS,Estudio,Punta Tarde,1,2.49,PUENTE ALTO,50
0,61,Taxi Colectivo,Otro,Fuera Punta,1,1.14,PUENTE ALTO,20
0,61,Taxi Colectivo,Otro,Fuera Punta,1,1.14,PUENTE ALTO,40
1,52,Caminata,Trabajo,Punta Mañana,1,0.24,PUENTE ALTO,10
1,52,Caminata,Trabajo,Punta Tarde,1,0.24,PUENTE ALTO,20
0,55,Bus TS,Trabajo,Punta Mañana,1,7.17,PUENTE ALTO,45
0,55,Bus TS,Trabajo,Punta Tarde,1,7.17,PUENTE ALTO,90
1,29,Bus TS-Metro,Trabajo,Fuera Punta,3,17.13,PUENTE ALTO,120
1,29,Bus TS-Metro,Trabajo,Punta Tarde,3,17.13,PEÑALOLEN,90
1,18,Bus TS,Trabajo,Punta Mañana,1,10.74,PUENTE ALTO,50
1,18,Bus TS,Trabajo,Punta Tarde,1,10.74,LA GRANJA,70
1,44,Auto,Otro,Fuera Punta,1,2.69,PUENTE ALTO,20
1,44,Auto,Otro,Punta Tarde,1,2.69,PUENTE ALTO,20
1,13,Bus TS,Estudio,Punta Mañana,1,1.3,PUENTE ALTO,20
1,13,Bus TS,Estudio,Fuera Punta,1,1.3,PUENTE ALTO,60
1,4,Auto,Estudio,Punta Mañana,1,0.36,PUENTE ALTO,15
1,4,Auto,Estudio,Fuera Punta,1,0.36,PUENTE ALTO,15
1,49,Bus TS,Trabajo,Punta Mañana,2,12.89,PUENTE ALTO,110
1,49,Bus TS,Trabajo,Punta Tarde,2,12.89,LA CISTERNA,120
0,40,Bus TS-Metro,Trabajo,Fuera Punta,3,22.45,PUENTE ALTO,100
0,40,Bus TS-Metro,Trabajo,Punta Tarde,3,22.45,LAS CONDES,135
0,22,Otros-Bus,Trabajo,Punta Mañana,2,4.52,PUENTE ALTO,60
0,22,Otros-Bus,Trabajo,Fuera Punta,2,4.52,PIRQUE,50
1,46,Bus TS-Metro,Trabajo,Noche,3,4.25,PUENTE ALTO,140
1,46,Bus TS-Metro,Trabajo,Fuera Punta,3,4.25,PUENTE ALTO,30
0,46,Bus TS-Metro,Otro,Punta Mañana,3,18.29,PUENTE ALTO,180
0,46,Auto,Otro,Punta Tarde,1,17.73,INDEPENDENCIA,90
0,46,Auto,Otro,Noche,1,7.38,LA PINTANA,10
1,49,Bus TS,Trabajo,Punta Mañana,1,17.29,PUENTE ALTO,70
1,49,Bus TS,Trabajo,Punta Tarde,1,17.29,SANTIAGO,90
0,48,Bus TS-Metro,Trabajo,Fuera Punta,3,20.92,PUENTE ALTO,150
0,48,Bus TS-Metro,Trabajo,Fuera Punta,3,20.92,PROVIDENCIA,120
0,22,Otros-Bus,Otro,Punta Tarde,2,7.92,PUENTE ALTO,50
0,22,Otros-Bus,Otro,Fuera Punta,2,7.92,PUENTE ALTO,30
1,47,Bus TS,Trabajo,Punta Mañana,2,18.81,PUENTE ALTO,60
1,47,Bus TS,Trabajo,Punta Tarde,2,18.81,SANTIAGO,70
0,52,Bus TS,Otro,Fuera Punta,3,9.71,PUENTE ALTO,75
0,52,Taxi Colectivo,Otro,Fuera Punta,1,1.18,LA GRANJA,15
0,52,Taxi Colectivo,Otro,Fuera Punta,1,1.18,LA GRANJA,20
0,52,Bus TS,Otro,Fuera Punta,2,9.71,LA GRANJA,80
0,14,Bus TS,Trabajo,Punta Mañana,1,0.76,PUENTE ALTO,60
0,14,Bus TS,Trabajo,Punta Tarde,2,0.76,PUENTE ALTO,70
1,41,Bus TS-Metro,Trabajo,Punta Mañana,2,16.88,PUENTE ALTO,80
1,41,Auto-Metro,Trabajo,Punta Tarde,2,16.88,LAS CONDES,40
1,6,Caminata,Estudio,Fuera Punta,1,0.34,PUENTE ALTO,8
1,6,Caminata,Estudio,Fuera Punta,1,0.34,LA FLORIDA,10
1,39,Auto,Trabajo,Punta Mañana,1,13.93,PUENTE ALTO,45
1,39,Auto,Trabajo,Punta Tarde,1,14.92,SANTIAGO,60
0,34,Auto,Otro,Fuera Punta,1,4.58,PUENTE ALTO,10
0,34,Auto,Otro,Fuera Punta,1,4.58,PUENTE ALTO,5
1,59,Otros,Trabajo,Fuera Punta,2,28.8,PUENTE ALTO,60
1,21,Bus TS,Estudio,Punta Mañana,2,4.7,PUENTE ALTO,40
1,21,Bus TS,Estudio,Fuera Punta,2,4.7,LA FLORIDA,40
0,29,Bus TS-Metro,Trabajo,Punta Mañana,3,11.83,PUENTE ALTO,65
0,29,Bus TS-Metro,Trabajo,Fuera Punta,3,11.83,LA REINA,55
0,30,Bus TS-Metro,Trabajo,Punta Mañana,2,21.23,PUENTE ALTO,80
0,30,Bus TS-Metro,Trabajo,Fuera Punta,2,21.29,LAS CONDES,120
0,12,Auto,Estudio,Punta Mañana,1,3.32,PUENTE ALTO,13
0,12,Bus TS,Estudio,Fuera Punta,1,3.37,PUENTE ALTO,55
1,10,Otros,Estudio,Fuera Punta,1,3.32,PUENTE ALTO,15
1,10,Otros,Estudio,Punta Tarde,1,3.37,PUENTE ALTO,20
0,53,Bus TS-Metro,Trabajo,Fuera Punta,3,21.14,PUENTE ALTO,120
0,53,Bus TS-Metro,Trabajo,Punta Tarde,3,21.14,VITACURA,150
1,59,Bus TS-Metro,Trabajo,Punta Mañana,2,10.54,PUENTE ALTO,60
1,59,Bus TS-Metro,Trabajo,Punta Tarde,2,10.54,LA CISTERNA,60
0,60,Taxi Colectivo,Otro,Fuera Punta,1,5.86,PUENTE ALTO,10
0,60,Taxi Colectivo,Otro,Fuera Punta,1,5.86,PUENTE ALTO,20
1,23,Bus TS,Trabajo,Punta Mañana,1,0.92,PUENTE ALTO,50
1,23,Bus TS,Trabajo,Fuera Punta,1,0.92,PUENTE ALTO,50
1,29,Bus TS,Trabajo,Punta Mañana,1,7.52,PUENTE ALTO,60
1,29,Bus TS,Trabajo,Punta Tarde,1,7.52,LA FLORIDA,55
1,55,Bicicleta,Trabajo,Punta Mañana,1,4.95,PUENTE ALTO,30
1,55,Bicicleta,Trabajo,Fuera Punta,1,4.95,PUENTE ALTO,30
1,50,Auto,Otro,Fuera Punta,1,5.08,PUENTE ALTO,30
1,50,Auto,Otro,Fuera Punta,1,5.09,PUENTE ALTO,30
0,43,Auto,Otro,Fuera Punta,1,5.08,PUENTE ALTO,30
0,43,Auto,Otro,Fuera Punta,1,5.09,PUENTE ALTO,30
0,45,TaxiCol-Metro,Otro,Fuera Punta,2,7.16,PUENTE ALTO,40
0,45,Auto,Otro,Fuera Punta,1,7.16,LA FLORIDA,20
0,16,Taxi Colectivo,Trabajo,Fuera Punta,1,4.51,PUENTE ALTO,25
0,16,Taxi Colectivo,Trabajo,Fuera Punta,1,4.51,PUENTE ALTO,50
0,6,Otros,Estudio,Fuera Punta,1,0.16,PUENTE ALTO,5
0,6,Otros,Estudio,Punta Tarde,1,0.16,PUENTE ALTO,15
0,21,Taxi Colectivo,Trabajo,Fuera Punta,1,4.51,PUENTE ALTO,25
0,21,Taxi Colectivo,Trabajo,Fuera Punta,1,4.51,PUENTE ALTO,45
1,37,Otros,Trabajo,Fuera Punta,1,20.35,PUENTE ALTO,45
1,37,Otros,Trabajo,Fuera Punta,1,20.35,INDEPENDENCIA,45
0,37,Auto,Otro,Fuera Punta,1,2.16,PUENTE ALTO,15
0,37,Auto,Otro,Fuera Punta,1,2.16,PUENTE ALTO,15
0,37,Auto,Otro,Fuera Punta,1,2.44,PUENTE ALTO,15
0,37,Auto,Otro,Punta Tarde,1,2.44,PUENTE ALTO,15
0,37,Auto,Otro,Fuera Punta,1,2.32,PUENTE ALTO,10
0,37,Auto,Otro,Fuera Punta,1,2.32,PUENTE ALTO,9
0,7,Auto,Estudio,Punta Mañana,1,1.28,PUENTE ALTO,5
0,7,Auto,Estudio,Fuera Punta,1,1.28,PUENTE ALTO,15
1,65,Auto,Trabajo,Punta Mañana,1,14.83,PUENTE ALTO,60
1,65,Auto,Trabajo,Punta Tarde,1,14.83,SANTIAGO,90
0,61,Caminata,Otro,Punta Tarde,1,0.12,PUENTE ALTO,20
0,61,Caminata,Otro,Punta Tarde,1,0.12,PUENTE ALTO,20
0,27,Auto,Trabajo,Punta Mañana,1,15.06,PUENTE ALTO,40
0,27,Auto,Trabajo,Punta Tarde,1,15.06,LO ESPEJO,40
1,47,Auto,Trabajo,Punta Mañana,1,2.27,PUENTE ALTO,30
1,47,Auto,Trabajo,Fuera Punta,1,2.27,PUENTE ALTO,15
0,6,Otros,Estudio,Fuera Punta,1,0.54,PUENTE ALTO,15
0,6,Otros,Estudio,Punta Tarde,1,0.54,PUENTE ALTO,15
1,25,Bus TS,Trabajo,Fuera Punta,2,0.0,PUENTE ALTO,60
1,25,Bus TS,Trabajo,Fuera Punta,2,4.53,PUENTE ALTO,40
1,58,Bus TS-Metro,Otro,Fuera Punta,2,18.45,PUENTE ALTO,60
1,58,Bus TS-Metro,Otro,Punta Tarde,2,18.45,ESTACION CENTRAL,90
0,49,Auto,Otro,Fuera Punta,1,4.22,PUENTE ALTO,15
0,49,Auto,Otro,Punta Tarde,1,4.22,PUENTE ALTO,15
0,37,Bus TS-Metro,Trabajo,Punta Tarde,2,16.21,PUENTE ALTO,60
0,37,Bus TS-Metro,Trabajo,Fuera Punta,2,16.21,PROVIDENCIA,80
0,22,Bus TS-Metro,Trabajo,Punta Tarde,2,15.6,PUENTE ALTO,60
0,22,Bus TS-Metro,Trabajo,Punta Mañana,2,15.6,PROVIDENCIA,90
1,46,Auto-Metro,Otro,Fuera Punta,2,19.1,PUENTE ALTO,60
1,46,Auto-Metro,Otro,Fuera Punta,2,19.1,SANTIAGO,90
1,46,Auto,Otro,Fuera Punta,1,2.12,PUENTE ALTO,15
1,46,Auto,Otro,Fuera Punta,1,2.12,PUENTE ALTO,15
0,21,TaxiCol-Metro,Estudio,Punta Mañana,2,19.59,PUENTE ALTO,60
0,21,TaxiCol-Metro,Estudio,Fuera Punta,2,19.59,PROVIDENCIA,90
0,14,Auto,Estudio,Punta Mañana,1,1.27,PUENTE ALTO,15
0,14,Bus TS,Estudio,Fuera Punta,1,1.27,PUENTE ALTO,60
1,4,Otros,Estudio,Fuera Punta,1,1.92,PUENTE ALTO,40
1,4,Otros,Estudio,Punta Tarde,1,1.92,PUENTE ALTO,30
0,26,Caminata,Otro,Punta Mañana,1,0.24,PUENTE ALTO,10
0,26,Caminata,Otro,Punta Mañana,1,0.24,PUENTE ALTO,10
0,26,Taxi Colectivo,Otro,Fuera Punta,1,20.93,PUENTE ALTO,40
0,26,TaxiCol-Metro,Otro,Fuera Punta,2,20.96,ESTACION CENTRAL,75
0,26,Caminata,Otro,Fuera Punta,1,0.24,PUENTE ALTO,10
0,4,Caminata,Estudio,Punta Mañana,1,0.24,PUENTE ALTO,10
0,4,Caminata,Estudio,Fuera Punta,1,0.24,PUENTE ALTO,10
1,3,Caminata,Otro,Punta Mañana,1,0.24,PUENTE ALTO,10
1,3,Caminata,Otro,Punta Mañana,1,0.24,PUENTE ALTO,10
1,3,Taxi Colectivo,Otro,Fuera Punta,1,20.93,PUENTE ALTO,40
1,3,Caminata,Otro,Fuera Punta,1,21.24,ESTACION CENTRAL,75
1,49,Bus TS-Metro,Trabajo,Punta Mañana,2,14.16,PUENTE ALTO,55
1,49,Bus TS-Metro,Trabajo,Punta Tarde,2,14.16,SANTIAGO,75
0,46,Taxi Colectivo,Otro,Fuera Punta,1,2.36,PUENTE ALTO,30
0,46,Taxi Colectivo,Otro,Fuera Punta,1,2.35,PUENTE ALTO,20
0,17,Bus TS,Estudio,Punta Mañana,1,2.04,PUENTE ALTO,40
0,17,Bus TS,Estudio,Fuera Punta,1,2.04,LA FLORIDA,40
